,name,label,predict,prob
50,nguyen van thu,1,1,0.0062746405601501465
51,mb chi nhanh thai binh,0,0,0.9943727254867554
52,le hai phong,1,1,0.00445246696472168
53,nguyen thi quynh chi,1,1,0.011717379093170166
54,nh tmcp quan doi - cn gia dinh,0,0,0.9999261498451233
55,huynh be duom,1,0,0.9228779077529907
56,trinh van hai,1,1,0.0010821819305419922
57,nguyen thi van anh,1,1,0.0031144022941589355
58,bui thi lanh,1,1,0.0010811090469360352
59,nguyen bao thinh,1,1,0.004239499568939209
60,pgd y yen,0,0,0.9983498454093933
61,pgd duy tien,0,0,0.9487678408622742
62,pgd quang tri -cn hue,0,0,0.9999644160270691
63,kim van dung,1,1,0.006862759590148926
64,nguyen thi trang,1,1,0.0009675025939941406
65,ngo thi kim thoa,1,1,0.0010108351707458496
66,vu van hoang,1,1,0.0013101696968078613
67,khuong thi thang,1,1,0.013154745101928711
68,nguyen van trong,1,1,0.001266181468963623
69,dao van tuan,1,1,0.0015322566032409668
70,tran thi ha,1,1,0.0020679235458374023
71,mb pgd tran quy kien,0,0,0.9911609292030334
72,vu hoang tien,1,1,0.0013347864151000977
73,phan thi anh nguyet,1,1,0.004970371723175049
74,nguyen duc toan,1,1,0.0003223419189453125
75,hong quoc huy,1,1,0.0021818876266479492
76,le duc anh,1,1,0.0018249750137329102
77,nguyen binh duy,1,1,0.002830684185028076
78,pham xuan dong,1,1,0.0012897253036499023
79,pgd cam pha,0,0,0.9897332787513733
80,vu quoc viet,1,1,0.0034055113792419434
81,tran thi mai uyen,1,1,0.014937043190002441
82,nguyen thi lan,1,1,0.0016009211540222168
83,mb cn dong thap,0,0,0.9979892373085022
84,le thuy quynh,1,1,0.0007205605506896973
85,dang thi nhu uyen,1,1,0.005328357219696045
86,hoang tuyet mai,1,1,0.0051326751708984375
87,tran minh chi,1,1,0.0045299530029296875
88,phan van quoc,1,1,0.005648612976074219
89,pgd hoi an,0,0,0.9983502626419067
90,tap doan dau khi viet nam,0,0,0.9847633242607117
91,dinh thi yen,1,1,0.004718482494354248
92,ngo thi ba,1,1,0.0009871721267700195
93,bui tan hoa,1,1,0.004685878753662109
94,nguyen trung quoc,1,1,0.0006476044654846191
95,vu tuan kiet,1,1,0.0015973448753356934
96,do thi oanh,1,1,0.00044339895248413086
97,dinh thi quan,1,1,0.004163622856140137
98,lo van thuong,1,1,0.0035758614540100098
99,nguyen quoc vuong,1,1,0.00039309263229370117
100,xn xd va kd tong hop-cty cp dich vu,0,0,0.999993622303009
101,nguyen tien thao,1,1,0.0054174065589904785
102,nguyen thi quynh nhu,1,1,0.0033407211303710938
103,le ngoc lu,1,1,0.0005412697792053223
104,hoang van dep,1,1,0.07774055004119873
105,sam thi ly,1,1,0.0023888349533081055
106,vu van tu,1,1,0.0023313164710998535
107,chu thi thanh xuan,1,1,0.009776949882507324
108,le quoc vuong,1,1,0.0005323290824890137
109,pham thi yen,1,1,0.0005785226821899414
110,nguyen thanh hang,1,1,0.002520143985748291
111,nguyen van thoa,1,1,0.0036517977714538574
112,nguyen duy tien,1,1,0.0009061098098754883
113,le thi minh huan,1,1,0.0002735257148742676
114,vo minh nhut,1,1,0.2181791067123413
115,pgd thai nguyen,0,0,0.9865371584892273
116,vu thi nhung,1,1,0.0002924799919128418
117,nguyen thi thao lam,1,1,0.0017557144165039062
118,phan thanh xuan,1,1,0.0011175274848937988
119,doan trong nhan,1,1,0.006005585193634033
120,phan thanh nhan,1,1,0.009672462940216064
121,thach hien,1,1,0.3058217763900757
122,le thi su,1,1,0.0015923380851745605
123,nguyen duc hiep,1,1,0.0005616545677185059
124,chi nhanh bac hai,0,0,0.8829758763313293
125,tran van hieu,1,1,0.0017223358154296875
126,nguyen thanh hung,1,1,0.0018128752708435059
127,do thi tx,1,1,0.0011755824089050293
128,nguyen ngoc quyen,1,1,0.001551985740661621
129,dinh van nguyen,1,1,0.008684754371643066
130,nguyen huu thuan,1,1,0.0008689761161804199
131,van xuan thuan,1,1,0.0862283706665039
132,vo hoang anh,1,1,0.0038796663284301758
133,pgd long thanh,0,0,0.9734471440315247
134,pham thach thao,1,1,0.00779956579208374
135,luong thi nga,1,1,0.0011650919914245605
136,nguyen kim anh,1,1,0.0049994587898254395
137,tran thi anh tuyet,1,1,0.008234918117523193
138,ngo thi minh hang,1,1,0.0004087090492248535
139,trinh uyen nhi,1,1,0.020849108695983887
140,vu dang huy,1,1,0.000765681266784668
141,lo thi dung,1,1,0.0005435347557067871
142,nguyen van thinh,1,1,0.004124581813812256
143,pgd binh duong,0,0,0.9870703816413879
144,nguyen hao tam,1,1,0.0008330345153808594
145,nguyen dinh ngoc,1,1,0.004453301429748535
146,nguyen thanh tu,1,1,0.004115641117095947
147,nguyen thi thuy duong,1,1,0.000876009464263916
148,bui quang thai,1,1,0.0033551454544067383
149,nguyen thi hue,1,1,0.002180814743041992
150,rlan lam,1,1,0.1197625994682312
151,ly tan cuong,1,1,0.009694695472717285
152,pgd thanh hoa,0,0,0.9813722968101501
153,tran thi my dung,1,1,0.006001949310302734
154,pham danh chien,1,1,0.007433533668518066
155,hoang thanh tung,1,1,0.002788245677947998
156,ngo minh su,1,1,0.01148378849029541
157,truong minh son,1,1,0.007463693618774414
158,do phuong hong thuy,1,1,0.018897056579589844
159,chi nhanh vinh phuc,0,0,0.9757393002510071
160,vu thi ngoc,1,1,0.0011855363845825195
161,ha thi thuy,1,1,0.004727542400360107
162,nguyen thi thuy,1,1,0.0022681355476379395
163,phan thai phong,1,1,0.00846254825592041
164,tran thien an,1,1,0.010010838508605957
165,nguyen quoc trinh,1,1,0.0010863542556762695
166,bui thi yen,1,1,0.002023160457611084
167,mb pgd quan 8,0,0,0.9985283613204956
168,dang trung hieu,1,1,0.005223870277404785
169,le tran thi trinh,1,1,0.0018298625946044922
170,nguyen dinh manh,1,1,0.001295328140258789
171,nguyen hoang hung,1,1,0.0012038946151733398
172,lo phuong huyen,1,1,0.0045015811920166016
173,truong ngoc anh,1,1,0.004593014717102051
174,trinh thi my tien,1,1,0.0039119720458984375
175,nguyen van thang,1,1,0.008717656135559082
176,cn quang nam,0,0,0.9673763513565063
177,hoang thi nga,1,1,0.0012276768684387207
178,dao duy khai,1,1,0.004038035869598389
179,vu quang trung,1,1,0.0030387043952941895
180,trinh van thuong,1,1,0.0009073019027709961
181,nguyen thi mong kieu,1,1,0.0025600194931030273
182,do nhat hoang nam,1,1,0.022573232650756836
183,phan thi ngoc phung,1,1,0.016845345497131348
184,nguyen thi hoa,1,1,0.002416253089904785
185,nguyen minh bao,1,1,0.001480400562286377
186,pgd tra khuc,0,0,0.9907114505767822
187,le ngoc phuc,1,1,0.0010634064674377441
188,nguyen huu khanh,1,1,0.0005095005035400391
189,trieu dinh huy,1,1,0.0014574527740478516
190,nguyen thi thuy,1,1,0.0022681355476379395
191,nguyen thi huong,1,1,0.0036623477935791016
192,nguyen vu khanh thy,1,1,0.056624650955200195
193,tran trung duc,1,1,0.002585291862487793
194,luong thi huy,1,1,0.0008499622344970703
195,hoang thi le,1,1,0.0009338259696960449
196,cn nghe an,0,0,0.9617084860801697
197,bui huy thao,1,1,0.0008528232574462891
198,nguyen thi bich phuong,1,1,0.0010762810707092285
199,pham phuong minh,1,1,0.001935422420501709
200,do quang ngoc,1,1,0.006548166275024414
201,le xuan dat,1,1,0.0009070634841918945
202,nguyen cong thang,1,1,0.002209186553955078
203,bui minh thao,1,1,0.001558840274810791
204,pgd pho noi,0,0,0.998803436756134
205,nguyen the khoi,1,1,0.010494530200958252
206,le dinh thien nhan,1,1,0.010199487209320068
207,le thi tuyet,1,1,0.0008262991905212402
208,ca van quyen,1,1,0.011537015438079834
209,nguyen quoc khanh,1,1,0.0006434321403503418
210,tran thi my trang,1,1,0.0083390474319458
211,chu manh dung,1,1,0.019671857357025146
212,nguyen anh cuong,1,1,0.006316423416137695
213,pham van duc,1,1,0.000512242317199707
214,pgd dong anh,0,0,0.9821094274520874
215,vu hoang anh,1,1,0.0022286176681518555
216,le hoai nam,1,1,0.004690587520599365
217,hoang thi quynh,1,1,0.001722574234008789
218,nguyen thi cam,1,1,0.002180814743041992
219,do tuan duong,1,1,0.0019884109497070312
220,pham thi thanh,1,1,0.0005462765693664551
221,nguyen thu nhung,1,1,0.0012170672416687012
222,nguyen thi xuyen,1,1,0.0020511746406555176
223,pgd bac ninh,0,0,0.9906618595123291
224,duong quoc viet,1,1,0.007183432579040527
225,nguyen thi nguyen,1,1,0.002961874008178711
226,nguyen ngoc dieu thuy,1,1,0.00898122787475586
227,nguyen tan loc,1,1,0.00863867998123169
228,nguyen thi nhu ngoc,1,1,0.007418394088745117
229,pham doan khuyen,1,1,0.002375781536102295
230,tran the nhan,1,1,0.004270374774932861
231,vu hong duong,1,1,0.013714015483856201
232,nguyen thi thu hang,1,1,0.0010830163955688477
233,pgd lac long quan,0,0,0.9798635840415955
234,nguyen kim dien,1,1,0.0017080903053283691
235,ha duc canh,1,1,0.017546772956848145
236,nguyen van nhat,1,1,0.0018137097358703613
237,hoang viet anh,1,1,0.007670581340789795
238,ho duy luan,1,1,0.0029352307319641113
239,tran minh thu,1,1,0.0010302066802978516
240,hoang thi duyen,1,1,0.0010455846786499023
241,nguyen minh huy,1,1,0.001480400562286377
242,vo hoang viet,1,1,0.0036804676055908203
243,pgd nguyen bieu,0,0,0.9758597016334534
244,pham thi hong khuyen,1,1,0.0006670355796813965
245,le thi to huyen,1,1,0.0006663203239440918
246,tran bao ngoc,1,1,0.011697590351104736
247,dam van thuan,1,1,0.005069434642791748
248,nguyen van hieu,1,1,0.0014521479606628418
249,hoang thi le hang,1,1,0.0009080171585083008
250,hoang nguyen nhat anh,1,1,0.04729658365249634
251,pgd lach tray,0,0,0.9965516328811646
252,nguyen tuyet phan,1,1,0.013977885246276855
253,nguyen quoc huy,1,1,0.0006775856018066406
254,huynh trong thien,1,1,0.0031963586807250977
255,pham quoc bao,1,1,0.0012825727462768555
256,le nguyen quang tien,1,1,0.0014533400535583496
257,tran thanh tung,1,1,0.0030894875526428223
258,tran thi le quyen,1,1,0.0011987686157226562
259,nguyen van nha,1,1,0.0044059157371521
260,ngan hang tmcp quan doi cn son tay,0,0,0.999968945980072
261,hoang giap tuat,1,1,0.14006608724594116
262,bui van ngoai,1,1,0.003805398941040039
263,nguyen thi linh,1,1,0.001727461814880371
264,nguyen khac tuan,1,1,0.0005093812942504883
265,le van duong,1,1,0.0009756088256835938
266,nguyen van thanh,1,1,0.005616307258605957
267,vu anh huy,1,1,0.009754657745361328
268,do cong thien,1,1,0.0047838687896728516
269,ngo mai linh,1,1,0.015864551067352295
270,phong giao dich ben thanh,0,0,0.999548077583313
271,tran quoc thang,1,1,0.002625703811645508
272,vu mai huong,1,1,0.007252991199493408
273,le thi hoai suong,1,1,0.028145253658294678
274,vo khac huy,1,1,0.0006657242774963379
275,tran van hung,1,1,0.0036667585372924805
276,nguyen manh cuong,1,1,0.001671135425567627
277,tong van nam,1,1,0.023616671562194824
278,ta hong son,1,1,0.2566644549369812
279,tran ky thu,1,1,0.0035113096237182617
280,ta van trung,1,1,0.003406345844268799
281,pgd bac truong tien,0,0,0.9980413317680359
282,nguyen kim anh,1,1,0.0049994587898254395
283,nguyen thi tuyet nhung,1,1,0.0015736818313598633
284,tran khanh ly,1,1,0.002377927303314209
285,hoang tien tung,1,1,0.003944039344787598
286,trinh xuan hung,1,1,0.004154503345489502
287,phan thi thu lien,1,1,0.0008231997489929199
288,pham quang vinh,1,1,0.0010134577751159668
289,hoang thi lieu,1,1,0.0009763240814208984
290,pgd tu liem,0,0,0.9930633902549744
291,nguyen duc kien,1,1,0.00023752450942993164
292,trinh phuong duy,1,1,0.0013871192932128906
293,nguyen huu quang,1,1,0.0005794763565063477
294,nguyen thai hung,1,1,0.004169642925262451
295,ha tien cuong,1,1,0.027733325958251953
296,hoang viet hung,1,1,0.005379199981689453
297,nguyen hoang ha,1,1,0.000857234001159668
298,ly thanh mai,1,1,0.03313785791397095
299,cn tay ha noi,0,0,0.9994403719902039
300,nguyen van duc,1,1,0.0016695857048034668
301,ho thi hoan,1,1,0.0010262727737426758
302,luong thi hang,1,1,0.0018606185913085938
303,le ngoc toan,1,1,0.0008639693260192871
304,vo ngoc tran,1,1,0.0024518370628356934
305,lai kim yen nhi,1,1,0.061932146549224854
306,cn khanh hoa,0,0,0.9942805767059326
307,bui van lich,1,1,0.0029861927032470703
308,nguyen van bao,1,1,0.004172384738922119
309,nguyen le thu,1,1,0.0006300806999206543
310,nguyen hoang anh,1,1,0.0007781982421875
311,doan vu giang,1,1,0.003302454948425293
312,tran viet dung,1,1,0.004373311996459961
313,dang thi thao,1,1,0.0022870302200317383
314,pgd tran hung dao,0,0,0.9659572243690491
315,luengchantha kanda,1,1,0.7750108242034912
316,pham van manh,1,1,0.000901341438293457
317,nguyen dinh cuong,1,1,0.0038515329360961914
318,nguyen van bien,1,1,0.002532958984375
319,le thi suong,1,1,0.0011574625968933105
320,nguyen duc tang,1,1,0.0006868839263916016
321,bui thi bich,1,1,0.0013453960418701172
322,huynh thi tram anh,1,1,0.007104098796844482
323,pgd den hung,0,0,0.9857925772666931
324,dinh van tra,1,1,0.001856088638305664
325,hoang thi thuy linh,1,1,0.0005444884300231934
326,le thi van,1,1,0.0006865262985229492
327,cao huynh quoc hung,1,1,0.15307915210723877
328,pham ngoc quang,1,1,0.0011001825332641602
329,trinh van duc,1,1,0.0003014802932739258
330,nguyen thi ngoc minh,1,1,0.002685844898223877
331,ly van hieu,1,1,0.007666945457458496
332,cn dong nai,0,0,0.9822019338607788
333,nguyen pham ngoc trinh,1,1,0.04721701145172119
334,hoang duc giang,1,1,0.006577432155609131
335,bui huu hoai hung,1,1,0.26149463653564453
336,khuat huu hung,1,1,0.08404868841171265
337,do van thich,1,1,0.009479880332946777
338,ha tat thang,1,1,0.09299921989440918
339,nguyen ngoc dieu,1,1,0.0012704730033874512
340,ngo quoc long,1,1,0.006132066249847412
341,cn cho lon,0,0,0.9944953322410583
342,mai thi thu trang,1,1,0.005010783672332764
343,vuong hung long,1,1,0.018074631690979004
344,truong van dung,1,1,0.0009555220603942871
345,dao thi kim phung,1,1,0.0036026835441589355
346,vuong sinh phuc,1,1,0.03466552495956421
347,dang thi ngoc hanh,1,1,0.005391120910644531
348,hoang van hieu,1,1,0.001221001148223877
349,le duc toan,1,1,0.0011805891990661621
350,chi nhanh ninh binh,0,0,0.9957057237625122
351,phung trung kien,1,1,0.008527934551239014
352,le nguyen hai yen,1,1,0.05003434419631958
353,nguyen quang vinh,1,1,0.001515805721282959
354,le huy son,1,1,0.0016466379165649414
355,dinh cong luan,1,1,0.005527317523956299
356,le thi lan,1,1,0.00067901611328125
357,tran van trinh,1,1,0.01018744707107544
358,ha thi quynh,1,1,0.0014255046844482422
359,pgd nguyen van cu,0,0,0.9860363006591797
360,dinh thi tuong vi,1,1,0.0016973018646240234
361,hoang ngoc sang,1,1,0.004515886306762695
362,bui minh ngoc,1,1,0.0018113255500793457
363,le thien bao,1,1,0.0026291608810424805
364,nguyen van thoan,1,1,0.003054678440093994
365,nguyen thi thu trang,1,1,0.0006451010704040527
366,dang vu hiep,1,1,0.004498898983001709
367,tran trieu ngoc nga,1,1,0.08454382419586182
368,nguyen gia hieu,1,1,0.0016118288040161133
369,pgd trung do,0,0,0.9665576219558716
370,nguyen hoang tuan anh,1,1,0.012227475643157959
371,tran thanh tuan,1,1,0.0022919178009033203
372,nguyen thi nhanh,1,1,0.0058075785636901855
373,dao ngoc huy,1,1,0.0007334351539611816
374,dinh van chi,1,1,0.019608259201049805
375,trinh van thanh,1,1,0.0012466907501220703
376,nguyen thi nguyen,1,1,0.002961874008178711
377,nguyen nhat anh,1,1,0.006453573703765869
378,mb pgd cat lai,0,0,0.9987035393714905
379,nguyen ngoc anh,1,1,0.0024111270904541016
380,do tien phat,1,1,0.004269063472747803
381,nguyen thi hoa,1,1,0.002416253089904785
382,phan tam nhu,1,1,0.0019994378089904785
383,tran thi hong xuan,1,1,0.0013360977172851562
384,dam hoang mai duyen,1,1,0.007046043872833252
385,pham van khanh,1,1,0.0009775161743164062
386,nguyen ro la,1,1,0.03649407625198364
387,pham thi an,1,1,0.0007215142250061035
388,mb pgd song than,0,0,0.9926257133483887
389,nguyen van doan,1,1,0.0028135180473327637
390,nguyen ba huan,1,1,0.0015425682067871094
391,do quoc hung,1,1,0.0012617707252502441
392,vu cong hung,1,1,0.0037273168563842773
393,cao hai dang,1,1,0.013251781463623047
394,tran thi hong van,1,1,0.00048065185546875
395,nguyen huong thao,1,1,0.002209186553955078
396,pgd tay do,0,0,0.9998530745506287
397,hoang thi len,1,1,0.0018235445022583008
398,tran ngoc tai,1,1,0.004307687282562256
399,trinh thi hoa,1,1,0.000476837158203125
400,bui thi long,1,1,0.0013679862022399902
401,truong van viet,1,1,0.0029106736183166504
402,duong phu ty,1,1,0.01328963041305542
403,bui thi truc van,1,1,0.0028583407402038574
404,nguyen thi hau,1,1,0.002718687057495117
405,cn hai ba trung,0,0,0.9957690834999084
406,nguyen thi kim cuong,1,1,0.001793503761291504
407,nguyen thanh long,1,1,0.002520143985748291
408,vo thi hue thuong,1,1,0.007501780986785889
409,vu cao thang,1,1,0.003148376941680908
410,nghiem thi thu hien,1,1,0.4069591164588928
411,dinh van du,1,1,0.004410505294799805
412,tran le mai nga,1,1,0.011558115482330322
413,nguyen dao vuong,1,1,0.0002244114875793457
414,dang duy khanh,1,1,0.0012546777725219727
415,nguyen tien dung,1,1,0.0025182366371154785
416,pgd vi da,0,0,0.987604558467865
417,nguyen ngoc chinh,1,1,0.006022810935974121
418,nong thi phuong thao,1,1,0.01580023765563965
419,pham thi hang,1,1,0.001018226146697998
420,nguyen phan trong nguyen,1,1,0.04735445976257324
421,do van toan,1,1,0.0007470250129699707
422,tran ngoc cuong,1,1,0.008126676082611084
423,cao thi hong hue,1,1,0.003913164138793945
424,mb pgd hong bang,0,0,0.9988412261009216
425,vu huu khac,1,1,0.012502551078796387
426,bui thi ngoc,1,1,0.002117455005645752
427,nguyen tung anh,1,1,0.0031856894493103027
428,nguyen van tien,1,1,0.002534151077270508
429,le bao viet,1,1,0.005807697772979736
430,nguyen trong viet,1,1,0.0004807710647583008
431,le van trong,1,1,0.0007300972938537598
432,cn quang ngai,0,0,0.9772934913635254
433,nguyen van hoan,1,1,0.003368079662322998
434,dang van the ngoc,1,1,0.01732349395751953
435,pham anh minh,1,1,0.0015465021133422852
436,dao truong lam,1,1,0.009625256061553955
437,nguyen van duc,1,1,0.0016695857048034668
438,nguyen van dien,1,1,0.0022773146629333496
439,cn quang ninh,0,0,0.9657104015350342
440,nguyen pham hoang khoi,1,1,0.007364332675933838
441,nguyen thanh lam,1,1,0.001522362232208252
442,dao le thuy an,1,1,0.0027504563331604004
443,do thi ly ly,1,1,0.22719991207122803
444,pham van tuyen,1,1,0.001421809196472168
445,le van truyen,1,1,0.0025710463523864746
446,nguyen le thao nguyen,1,1,0.010858893394470215
447,tran thi thuy ly,1,1,0.003750622272491455
448,nguyen thi hien,1,1,0.0021239519119262695
449,tran van binh,1,1,0.006165981292724609
450,pgd dieu tri,0,0,0.8904539346694946
451,le phuong tuan,1,1,0.001760244369506836
452,tran huynh nhu,1,1,0.002759218215942383
453,huynh minh ngoc,1,1,0.012695610523223877
454,nguyen thi thuy ninh,1,1,0.0010613799095153809
455,nguyen thanh thuy,1,1,0.0019357800483703613
456,doan thi thanh tam,1,1,0.0016773343086242676
457,cn quy nhon,0,0,0.9359123706817627
458,dong viet toan,1,1,0.010271549224853516
459,nguyen thi bich hanh,1,1,0.0017109513282775879
460,nguyen van tien,1,1,0.002534151077270508
461,le van loi,1,1,0.0020993947982788086
462,nguyen huu thang,1,1,0.0008947253227233887
463,nguyen vo hoai phuong,1,1,0.08542132377624512
464,tran thi diem,1,1,0.0023894309997558594
465,cn my dinh,0,0,0.9881317019462585
466,vo thi truc linh,1,1,0.0050040483474731445
467,nguyen van hai,1,1,0.004172384738922119
468,hoang nguyen ngoc,1,1,0.0049555301666259766
469,nguyen kim hoan,1,1,0.001118481159210205
470,nguyen thi hong nhung,1,1,0.0022725462913513184
471,doan van ngoc tuong,1,1,0.0056185126304626465
472,bon van tu,1,1,0.024534165859222412
473,chi nhanh nam viet tri,0,1,0.6315901279449463
474,hoang nhat vinh,1,1,0.0028108954429626465
475,le thi kieu my thuy,1,1,0.11127185821533203
476,ho van hai,1,1,0.004298746585845947
477,vu tuan hai,1,1,0.006296694278717041
478,nguyen nhu khanh,1,1,0.0015657544136047363
479,tran tu van,1,1,0.0019387602806091309
480,pgd d.d.anh,0,0,0.9995956420898438
481,vo thuan hien,1,1,0.0025331974029541016
482,phan thi huyen trang,1,1,0.0013804435729980469
483,nguyen anh tu,1,1,0.002211451530456543
484,nguyen quyet thang,1,1,0.020027577877044678
485,dao huy linh,1,1,0.00594562292098999
486,do van toan,1,1,0.0007470250129699707
487,nguyen van hai,1,1,0.004172384738922119
488,cn vung tau,0,0,0.9628932476043701
489,tran khanh hung,1,1,0.0025818347930908203
490,nguyen quoc cuong,1,1,0.000934898853302002
491,nguyen van thanh,1,1,0.005616307258605957
492,nguyen huynh nha uyen,1,1,0.5226903557777405
493,nguyen thi my linh,1,1,0.0057465434074401855
494,pham hai dang,1,1,0.0034331083297729492
495,nguyen trung hieu,1,1,0.000455319881439209
496,pgd phu ho,0,0,0.990226686000824
497,le thi ke,1,1,0.0006226897239685059
498,pham dinh tien,1,1,0.0006628632545471191
499,luong quoc dung,1,1,0.005501091480255127
500,nguyen thi kim phuong,1,1,0.0036205649375915527
501,pham viet ngoc trong,1,1,0.10083740949630737
502,lo van sam,1,1,0.0100288987159729
503,nguyen thi cam tu,1,1,0.0011382102966308594
504,bui thi thao,1,1,0.002586662769317627
505,chi nhanh dinh cong,0,0,0.9724838733673096
506,ha van thuong,1,1,0.01012730598449707
507,tran van minh vuong,1,1,0.003019273281097412
508,nguyen thi hong tram,1,1,0.0010562539100646973
509,nguyen phuong nam,1,1,0.0025243163108825684
510,le duy quang,1,1,0.0004215836524963379
511,nguyen minh tuan,1,1,0.0006279349327087402
512,nguyen thien sang,1,1,0.006458878517150879
513,phong giao dich truong chinh,0,0,0.999543309211731
514,nguyen ngoc quynh trang,1,1,0.004411220550537109
515,huynh cong danh,1,1,0.003110349178314209
516,nguyen viet trong nhan,1,1,0.06569594144821167
517,nguyen hoang ha,1,1,0.000857234001159668
518,dinh vu hoang ha,1,1,0.002506256103515625
519,le thi ly ly,1,1,0.1678067445755005
520,nguyen van hien,1,1,0.0027652382850646973
521,tran xuan dang,1,1,0.007059216499328613
522,mai tuong,1,1,0.08724862337112427
523,phong giao dich phung hung,0,0,0.9976125359535217
524,hoang van tien,1,1,0.0014202594757080078
525,le thi y nhu,1,1,0.0013551115989685059
526,lo van bun,1,1,0.4400922656059265
527,vuong phi phung,1,1,0.01088947057723999
528,kim anh dung,1,1,0.05164092779159546
529,nguyen thi thuy,1,1,0.0022681355476379395
530,nguyen thanh nhan,1,1,0.002878844738006592
531,duong tho quang,1,1,0.005921840667724609
532,phong giao dich dai viet,0,0,0.9985275864601135
533,tran the vy,1,1,0.003190934658050537
534,le anh duy,1,1,0.0033932924270629883
535,nguyen thi tuan phuong,1,1,0.004098832607269287
536,do thi ty,1,1,0.0018191337585449219
537,pham van cuong,1,1,0.0017476677894592285
538,vu khanh hoa,1,1,0.02160775661468506
539,nguyen thanh hien,1,1,0.002414226531982422
540,leu huu lung,1,1,0.01446831226348877
541,nguyen xuan hieu,1,1,0.001173555850982666
542,chi nhanh hue,0,0,0.99503093957901
543,nguyen quang minh,1,1,0.0008474588394165039
544,nguyen xuan dat,1,1,0.0013194680213928223
545,nguyen nhat my,1,1,0.0010717511177062988
546,cao thi ngoc diem,1,1,0.003483414649963379
547,le minh chanh,1,1,0.003517746925354004
548,pham huyen trang,1,1,0.0006864070892333984
549,nguyen thi hanh,1,1,0.0030921101570129395
550,vu dinh van,1,1,0.002440333366394043
551,nguyen ngoc dat,1,1,0.0010164380073547363
552,chi nhanh tan cang,0,0,0.9499338269233704
553,nguyen phuoc toan,1,1,0.0014140605926513672
554,nguyen tuan anh,1,1,0.004922270774841309
555,do danh cong,1,1,0.010661602020263672
556,nguyen ngoc thanh liem,1,1,0.16800284385681152
557,nguyen ngoc quynh,1,1,0.001408994197845459
558,tran thi khanh huyen,1,1,0.001665651798248291
559,ho xuan tien,1,1,0.0028400421142578125
560,dang van cao,1,1,0.003969132900238037
561,nguyen hang nga,1,1,0.0030258893966674805
562,le anh tuan,1,1,0.0025731921195983887
563,chi nhanh giang vo,0,1,0.5519919395446777
564,du dao ngoc linh,1,1,0.08293652534484863
565,thai thi hoang yen,1,1,0.006939888000488281
566,hoang thi su,1,1,0.0021695494651794434
567,truong thi kieu trang,1,1,0.005839943885803223
568,vo y nhi,1,1,0.14132386445999146
569,nguyen tuan minh,1,1,0.0025767087936401367
570,nhtm cp quan doi cn can tho,0,0,0.9999933838844299
571,nguyen thuy duong,1,1,0.0015050172805786133
572,tran van luc,1,1,0.005683243274688721
573,vo tien thanh,1,1,0.005518198013305664
574,tran ngoc mai,1,1,0.005150735378265381
575,nguyen thi van anh,1,1,0.0031144022941589355
